N,P,K,temperature,humidity,ph,rainfall,label,Year before price(/quintal),Current price(/quintal),Percentage increase in price,recomandation
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,mango,26316,9403,-64.26888585,No
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,mango,21963,34605,57.56044256,mango
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango,13078,11920,-8.854564918,No
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango,22443,17074,-23.92282672,No
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango,11677,8973,-23.1566327,No
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,mango,21785,31574,44.93458802,mango
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango,7183,22817,217.6527913,mango
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango,9536,14847,55.69421141,mango
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,mango,26725,26134,-2.211412535,No
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango,23344,6797,-70.88331049,No
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango,12912,28126,117.8283767,mango
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,mango,10121,6395,-36.81454402,No
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,mango,19931,13955,-29.98344288,No
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango,10608,31595,197.8412519,mango
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango,21666,9857,-54.50475399,No
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango,20361,20794,2.126614606,No
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango,20446,27327,33.65450455,mango
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango,11909,7236,-39.23923083,No
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,mango,24011,10828,-54.90400233,No
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango,17449,9234,-47.08006189,No
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango,9861,8851,-10.24236893,No
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,mango,23675,26174,10.55543823,mango
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango,16223,21350,31.60327929,mango
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango,19384,28740,48.26661164,mango
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango,10656,24502,129.9361862,mango
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango,16147,27464,70.08732272,mango
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,mango,12255,15297,24.82252142,mango
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,mango,26822,29527,10.08500485,mango
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango,21928,17151,-21.78493251,No
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango,15141,29476,94.67670563,mango
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,mango,17879,26590,48.72196432,mango
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,mango,7703,20911,171.4656627,mango
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango,16292,30299,85.97471151,mango
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango,18939,14758,-22.07613918,No
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango,21390,16816,-21.38382422,No
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango,7666,6784,-11.50534829,No
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango,11213,10554,-5.877106929,No
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango,10873,25110,130.9390233,mango
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,mango,22827,11451,-49.83572086,No
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,mango,9763,26411,170.5213561,mango
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,mango,16490,21802,32.2134627,mango
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango,20646,29964,45.132229,mango
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango,13527,30118,122.6509943,mango
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango,26340,27485,4.347000759,mango
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,mango,11276,18258,61.91912026,mango
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango,14170,30055,112.1030346,mango
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango,6690,34927,422.077728,mango
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,mango,13113,29665,126.2258827,mango
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,mango,23042,26483,14.93359951,mango
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango,21984,11041,-49.77711063,No
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango,19962,19832,-0.651237351,No
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,mango,15216,26091,71.47082019,mango
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango,8595,11242,30.79697499,mango
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango,23798,14176,-40.43196907,No
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,mango,17332,9464,-45.39579968,No
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango,9363,15097,61.24105522,mango
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango,18343,30774,67.76972142,mango
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango,18940,24703,30.42766631,mango
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango,15056,34544,129.4367694,mango
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,mango,14934,32244,115.910004,mango
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,mango,20301,9300,-54.1894488,No
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,mango,23992,22646,-5.610203401,No
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango,13029,23372,79.38445007,mango
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,mango,24821,34721,39.88558076,mango
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango,20934,34668,65.60619089,mango
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango,11753,29382,149.9957458,mango
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango,12199,30959,153.783097,mango
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango,24155,31170,29.04160629,mango
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango,11302,8280,-26.73863033,No
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango,11395,14701,29.01272488,mango
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango,15489,8055,-47.99535154,No
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango,14658,9240,-36.96275072,No
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,mango,10317,10619,2.927207522,No
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango,26794,30884,15.26461148,mango
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango,22487,32683,45.34175301,mango
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,mango,13526,19906,47.16841638,mango
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango,12945,24378,88.3198146,mango
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango,7352,31205,324.4423286,mango
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango,26454,9249,-65.03742345,No
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango,6573,12140,84.69496425,mango
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango,16538,27183,64.36691257,mango
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango,22644,8872,-60.81964317,No
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,mango,10266,22243,116.6666667,mango
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,mango,10753,22128,105.7844323,mango
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,mango,24320,14211,-41.56661184,No
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango,22954,6922,-69.8440359,No
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,mango,13073,12545,-4.038858716,No
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,mango,10550,9923,-5.943127962,No
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango,15776,15021,-4.785750507,No
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango,6797,12254,80.28542004,mango
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango,24937,9741,-60.93756266,No
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,mango,14578,12590,-13.63698724,No
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango,23639,7988,-66.20838445,No
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango,11792,21622,83.36160109,mango
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,mango,14822,24819,67.44703819,mango
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,grapes,3850,3052,-20.72727273,No
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,grapes,3823,3594,-5.990060162,No
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes,3983,3455,-13.25633944,No
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,grapes,3933,3568,-9.280447496,No
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes,3520,3850,9.375,grapes
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes,3024,3306,9.325396825,grapes
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,grapes,3295,3274,-0.637329287,No
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes,3430,3858,12.47813411,grapes
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes,3820,3492,-8.586387435,No
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes,3019,3125,3.51109639,No
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes,3893,3801,-2.363216029,No
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes,3772,3135,-16.88759279,No
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes,3686,3760,2.00759631,No
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes,3961,3768,-4.872506943,No
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes,3411,3444,0.967458223,No
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes,3831,3598,-6.081962934,No
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes,3617,3029,-16.25656622,No
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,grapes,3893,3697,-5.034677627,No
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,grapes,3467,3360,-3.086241708,No
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes,3672,3539,-3.622004357,No
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes,3747,3664,-2.215105418,No
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes,3751,3739,-0.319914689,No
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes,3497,3498,0.028595939,No
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,grapes,3456,3071,-11.1400463,No
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,grapes,3015,3850,27.69485904,grapes
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes,3949,3341,-15.39630286,No
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes,3028,3715,22.68824306,grapes
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes,3462,3457,-0.144425188,No
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes,3591,3939,9.690893901,grapes
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes,3469,3646,5.102334967,grapes
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,grapes,3853,3015,-21.74928627,No
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes,3588,3701,3.149386845,No
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes,3694,3394,-8.121277748,No
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes,3937,3142,-20.19304039,No
20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,grapes,3411,3970,16.38815597,grapes
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes,3673,3884,5.744622924,grapes
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes,3102,3395,9.44551902,grapes
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes,3720,3924,5.483870968,grapes
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes,3199,3927,22.7571116,grapes
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes,3743,3115,-16.77798557,No
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes,3228,3113,-3.562577447,No
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes,3983,3149,-20.93899071,No
11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,grapes,3534,3349,-5.234861347,No
0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,grapes,3977,3125,-21.4231833,No
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes,3851,3973,3.16800831,No
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,grapes,3874,3649,-5.807950439,No
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes,3300,3586,8.666666667,grapes
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,grapes,3391,3648,7.578885285,grapes
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes,3800,3204,-15.68421053,No
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes,3079,3458,12.3091913,grapes
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,grapes,3988,3138,-21.31394183,No
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,grapes,3970,3224,-18.79093199,No
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes,3106,3653,17.61107534,grapes
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,grapes,3742,3661,-2.164617851,No
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,grapes,3463,3013,-12.99451343,No
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,grapes,3191,3841,20.36979003,grapes
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes,3278,3415,4.179377669,grapes
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes,3817,3392,-11.13439874,No
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes,3968,3598,-9.324596774,No
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes,3110,3011,-3.183279743,No
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes,3102,3357,8.220502901,grapes
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,grapes,3260,3306,1.411042945,No
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes,3647,3868,6.059775158,grapes
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,grapes,3174,3159,-0.472589792,No
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes,3312,4000,20.77294686,grapes
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes,3027,3182,5.120581434,grapes
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes,3348,3069,-8.333333333,No
40,132,202,24.57558351,80.70695797,5.971813006,69.706113,grapes,3450,3115,-9.710144928,No
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,grapes,3323,3180,-4.303340355,No
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes,3802,3914,2.945817991,No
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes,3132,3311,5.715197957,grapes
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes,3034,3279,8.075148319,grapes
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes,3808,3281,-13.83928571,No
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes,3099,3170,2.291061633,No
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,grapes,3657,3408,-6.808859721,No
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,grapes,3215,3368,4.758942457,grapes
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,grapes,3247,3003,-7.514628888,No
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes,3745,3260,-12.9506008,No
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes,3724,3917,5.182599356,grapes
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes,3276,3156,-3.663003663,No
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,grapes,3227,3654,13.23210412,grapes
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,grapes,3734,3848,3.053026245,No
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes,3437,3781,10.00872854,grapes
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes,3715,3514,-5.410497981,No
28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,grapes,3583,3939,9.935807982,grapes
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,grapes,3165,3941,24.51816746,grapes
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes,3562,3053,-14.28972487,No
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes,3062,3649,19.17047681,grapes
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes,3107,3448,10.97521725,grapes
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes,3835,3255,-15.12385919,No
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes,3741,3068,-17.98984229,No
14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,grapes,3976,3957,-0.477867203,No
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,grapes,3821,3934,2.95734101,No
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,grapes,3226,3079,-4.556726596,No
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,grapes,3428,3099,-9.597432905,No
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes,3530,3082,-12.69121813,No
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes,3781,3321,-12.16609363,No
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes,3818,3970,3.981141959,No
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes,3449,3407,-1.217744274,No
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes,3484,3034,-12.91618829,No
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon,1104,1375,24.54710145,watermelon
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,watermelon,1164,1842,58.24742268,watermelon
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon,1205,1100,-8.713692946,No
114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,watermelon,1399,1749,25.01786991,watermelon
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon,1107,1529,38.12104788,watermelon
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon,1024,1544,50.78125,watermelon
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon,1318,1400,6.2215478,watermelon
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon,1092,1300,19.04761905,watermelon
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon,1386,1221,-11.9047619,No
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon,1409,1077,-23.5628105,No
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon,1166,1172,0.51457976,No
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon,1132,1576,39.22261484,watermelon
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,1359,1956,43.92935982,watermelon
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon,1099,1447,31.66515014,watermelon
104,17,46,25.7131428,80.22972777,6.190015912,43.08961827,watermelon,1045,1287,23.15789474,watermelon
95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,watermelon,1026,1957,90.74074074,watermelon
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon,1226,1240,1.141924959,No
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon,1420,1464,3.098591549,No
81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,watermelon,1304,1782,36.65644172,watermelon
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon,1138,1962,72.40773286,watermelon
105,14,50,26.2148837,87.6883982,6.419052193,59.65590798,watermelon,1378,1165,-15.45718433,No
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon,1474,1086,-26.3229308,No
120,19,49,25.79448878,84.26830701,6.762471629,56.45229202,watermelon,1022,1530,49.70645793,watermelon
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon,1452,1586,9.228650138,watermelon
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon,1059,1638,54.67422096,watermelon
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon,1226,1433,16.88417618,watermelon
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon,1146,1250,9.07504363,watermelon
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon,1460,1740,19.17808219,watermelon
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon,1481,1777,19.98649561,watermelon
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon,1275,1852,45.25490196,watermelon
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon,1404,1655,17.87749288,watermelon
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon,1297,1425,9.868928296,watermelon
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,watermelon,1330,1813,36.31578947,watermelon
99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,watermelon,1404,1624,15.66951567,watermelon
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon,1025,1085,5.853658537,watermelon
108,22,46,26.17668721,86.7295205,6.121168559,53.33484977,watermelon,1277,1037,-18.79404855,No
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon,1261,1268,0.555114988,No
117,27,48,26.53259325,82.39053979,6.835268184,54.30660782,watermelon,1342,1997,48.80774963,watermelon
109,10,53,26.81938687,87.8274604,6.551750306,46.06193778,watermelon,1404,1481,5.484330484,watermelon
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon,1376,1961,42.51453488,watermelon
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon,1129,1146,1.505757307,No
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,watermelon,1079,1487,37.81278962,watermelon
86,6,53,25.92030221,83.47202566,6.921847888,42.10681516,watermelon,1430,1450,1.398601399,No
107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,watermelon,1146,1322,15.35776614,watermelon
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon,1218,1975,62.15106732,watermelon
101,20,48,24.6774157,82.75411437,6.206247494,57.05709413,watermelon,1015,1878,85.02463054,watermelon
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon,1411,1760,24.73423104,watermelon
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon,1487,1728,16.20712845,watermelon
102,28,54,25.15623099,80.27525115,6.862157042,55.49541453,watermelon,1321,1104,-16.42694928,No
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon,1112,1316,18.34532374,watermelon
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon,1442,1319,-8.529819695,No
90,16,45,24.92093261,80.61750795,6.291540278,50.55710813,watermelon,1479,1380,-6.693711968,No
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon,1246,1613,29.45425361,watermelon
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon,1109,1603,44.54463481,watermelon
82,25,51,24.31334971,87.47409052,6.074209622,48.11248366,watermelon,1027,1738,69.23076923,watermelon
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon,1123,1452,29.29652716,watermelon
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon,1114,1970,76.84021544,watermelon
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon,1091,1915,75.52703941,watermelon
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon,1229,1477,20.17900732,watermelon
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon,1043,1421,36.24161074,watermelon
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon,1097,1826,66.45396536,watermelon
101,17,55,24.37118217,87.1269128,6.451499764,44.63907691,watermelon,1115,1339,20.0896861,watermelon
111,6,53,26.4930645,88.59143088,6.313512999,46.06382209,watermelon,1379,1392,0.94271211,No
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,watermelon,1286,1810,40.74650078,watermelon
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,watermelon,1494,1409,-5.689424364,No
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,watermelon,1206,1135,-5.887230514,No
120,7,47,24.24782473,83.03687902,6.653867608,54.7657624,watermelon,1271,1419,11.64437451,watermelon
91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,watermelon,1161,1400,20.58570198,watermelon
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon,1053,1152,9.401709402,watermelon
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon,1001,1056,5.494505495,watermelon
97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,watermelon,1261,1737,37.74781919,watermelon
117,30,50,24.90123934,87.20772913,6.744966312,46.59207341,watermelon,1186,1922,62.05733558,watermelon
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon,1293,1432,10.75019335,watermelon
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon,1038,1727,66.37764933,watermelon
81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,watermelon,1214,1025,-15.56836903,No
88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,watermelon,1333,1658,24.38109527,watermelon
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon,1019,1466,43.86653582,watermelon
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,watermelon,1368,1235,-9.722222222,No
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon,1339,1433,7.020164302,watermelon
108,23,51,26.84366082,83.85039964,6.106500787,40.228644,watermelon,1372,1315,-4.15451895,No
113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,watermelon,1155,1303,12.81385281,watermelon
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon,1311,1615,23.1884058,watermelon
101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,watermelon,1261,1725,36.7961935,watermelon
114,21,55,25.4438391,87.9392312,6.472756256,57.51549686,watermelon,1345,1981,47.28624535,watermelon
99,6,45,26.12588914,86.5507939,6.000975617,40.71210074,watermelon,1340,1633,21.86567164,watermelon
92,20,55,25.10474753,87.5267616,6.587791262,59.26519444,watermelon,1140,1060,-7.01754386,No
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon,1118,1775,58.76565295,watermelon
